x,y,action,left_tolerance,right_tolerance,yaw_deg
108.17263031,61.709598541,continue
107.206855774,61.77325058,
106.239944458,61.846199036,continue
104.952331543,61.798057556,
104.527832031,61.692890167,
103.318511963,61.662853241,continue
101.315414429,61.682144165,
99.12702179,61.532062531,continue
96.953392029,61.295051575,
96.545913696,61.236503601,
94.843429565,61.129779816,continue
92.804985046,61.143981934,
90.818992615,61.03887558,continue
89.500473022,60.948928833,
87.423377991,60.851409912,continue
86.149269104,60.743965149,
85.284934998,60.746765137,
83.14087677,60.599666595,continue
81.115638733,60.610858917,
79.309608459,60.54901123,continue
79.078468323,60.514141083,
78.217590332,60.43447113,
78.008117676,60.474376678,
76.639953613,60.417617798,continue
76.142295837,60.382553101,
75.792320251,60.361839294,
75.60319519,60.278369904,
75.286598206,60.245449066,
74.5990448,60.229988098,
74.116653442,60.178489685,continue
72.806137085,60.211753845,
72.537879944,60.130020142,
72.219291687,59.027206421,continue
71.929321289,58.799625397,
71.706497192,58.649349213,
71.456138611,58.517681122,
71.166000366,58.408233643,
70.895492554,58.29523468,
70.118995667,58.225200653,continue
68.078994751,57.88469696,
66.082923889,57.79699707,continue
64.045303345,57.618396759,
62.342449188,57.551067352,
60.332553864,57.450695038,continue
58.250038147,57.327655792,
56.787883759,57.186775208,
55.423431396,57.017501831,continue
53.636241913,56.848651886,
51.973007202,56.52223587,
50.584098816,55.935676575,continue
49.351387024,55.199230194,
48.618209839,54.650337219,
47.888057709,53.706295013,continue
47.264907837,52.727622986,
46.681121826,51.250991821,
46.538433075,50.51820755,continue
46.511501312,49.813278198,
46.590431213,48.009529114,continue
46.684978485,45.902534485,
46.713882446,43.877044678,continue
46.915008545,42.040660858,
47.065044403,40.157833099,continue
47.063484192,39.279182434,
47.133228302,37.272293091,continue
47.237445831,35.260295868,
47.356769562,33.130649567,
47.280296326,31.884309769,continue
47.286605835,31.544631958,
47.33789444,31.02163887,
47.405647278,30.376913071,
47.478786469,30.138252258,
47.526649475,29.631942749,
47.548904419,29.147888184,
47.54901886,28.621004105,
47.551750183,28.305742264,continue
47.553722382,27.828767776,stop